DOLocationID,PULocationID,RatecodeID,VendorID,congestion_surcharge,extra,fare_amount,improvement_surcharge,mta_tax,passenger_count,payment_type,store_and_fwd_flag,tip_amount,tolls_amount,total_amount,tpep_dropoff_datetime,tpep_pickup_datetime,trip_distance,tpep_pickup_datetime_IST,tpep_dropoff_datetime_IST,TravelTime
143,239,1,1,2.5,3.0,4.0,0.3,0.5,1,1,N,2.3,0.0,10.1,2021-01-01 00:23:07,2021-01-01 00:20:49,.50,2021-01-01 12:50:49,2021-01-01 12:53:07,138
229,107,1,1,2.5,3.0,6.5,0.3,0.5,1,1,N,2.0,0.0,12.3,2021-01-01 00:36:37,2021-01-01 00:32:42,1.6,2021-01-01 13:02:42,2021-01-01 13:06:37,235
162,237,1,2,2.5,0.5,4.5,0.3,0.5,1,1,N,1.66,0.0,9.96,2021-01-01 00:33:05,2021-01-01 00:30:59,.99,2021-01-01 13:00:59,2021-01-01 13:03:05,126
75,138,1,2,0.0,0.5,21.5,0.3,0.5,1,1,N,7.23,6.12,36.15,2021-01-01 00:26:24,2021-01-01 00:15:24,7.54,2021-01-01 12:45:24,2021-01-01 12:56:24,660
40,90,1,1,2.5,3.0,18.0,0.3,0.5,1,2,N,0.0,0.0,21.8,2021-01-01 00:30:34,2021-01-01 00:12:29,5.7,2021-01-01 12:42:29,2021-01-01 13:00:34,1085
74,151,1,2,0.0,0.5,9.0,0.3,0.5,1,2,N,0.0,0.0,10.3,2021-01-01 00:50:22,2021-01-01 00:40:14,1.72,2021-01-01 13:10:14,2021-01-01 13:20:22,608
229,140,1,1,2.5,3.0,6.5,0.3,0.5,0,2,N,0.0,0.0,10.3,2021-01-01 00:56:13,2021-01-01 00:49:15,.80,2021-01-01 13:19:15,2021-01-01 13:26:13,418
41,249,1,2,2.5,0.5,21.5,0.3,0.5,1,1,N,3.0,0.0,28.3,2021-01-01 01:11:37,2021-01-01 00:48:39,6.53,2021-01-01 13:18:39,2021-01-01 13:41:37,1378
238,142,1,2,2.5,0.5,7.0,0.3,0.5,1,1,N,2.16,0.0,12.96,2021-01-01 00:31:57,2021-01-01 00:25:23,1.37,2021-01-01 12:55:23,2021-01-01 13:01:57,394
42,238,1,1,0.0,0.0,17.2,0.3,0.5,1,1,N,0.0,0.0,18.0,2021-01-01 01:04:49,2021-01-01 00:52:42,.00,2021-01-01 13:22:42,2021-01-01 13:34:49,727
256,137,1,2,2.5,0.5,16.5,0.3,0.5,1,1,N,4.06,0.0,24.36,2021-01-01 00:15:45,2021-01-01 00:03:09,4.85,2021-01-01 12:33:09,2021-01-01 12:45:45,756
229,237,1,2,2.5,0.5,4.5,0.3,0.5,1,1,N,1.66,0.0,9.96,2021-01-01 00:15:25,2021-01-01 00:11:57,.66,2021-01-01 12:41:57,2021-01-01 12:45:25,208
45,79,1,2,2.5,0.5,8.0,0.3,0.5,1,2,N,0.0,0.0,11.8,2021-01-01 00:37:25,2021-01-01 00:27:59,1.58,2021-01-01 12:57:59,2021-01-01 13:07:25,566
141,164,1,2,2.5,0.5,10.5,0.3,0.5,3,1,N,4.29,0.0,18.59,2021-01-01 00:17:55,2021-01-01 00:08:04,2.85,2021-01-01 12:38:04,2021-01-01 12:47:55,591
141,236,1,2,2.5,0.5,5.5,0.3,0.5,1,1,N,1.86,0.0,11.16,2021-01-01 00:25:06,2021-01-01 00:20:22,.96,2021-01-01 12:50:22,2021-01-01 12:55:06,284
237,263,1,2,2.5,0.5,4.5,0.3,0.5,2,1,N,1.66,0.0,9.96,2021-01-01 00:31:41,2021-01-01 00:29:04,.92,2021-01-01 12:59:04,2021-01-01 13:01:41,157
263,113,1,2,2.5,0.5,17.5,0.3,0.5,6,1,N,5.32,0.0,26.62,2021-01-01 01:10:37,2021-01-01 00:55:01,5.04,2021-01-01 13:25:01,2021-01-01 13:40:37,936
231,100,1,2,2.5,0.5,13.5,0.3,0.5,1,2,N,0.0,0.0,17.3,2021-01-01 00:23:51,2021-01-01 00:08:02,3.52,2021-01-01 12:38:02,2021-01-01 12:53:51,949
49,137,1,2,2.5,0.5,18.5,0.3,0.5,4,1,N,4.0,0.0,26.3,2021-01-01 00:39:16,2021-01-01 00:19:18,5.04,2021-01-01 12:49:18,2021-01-01 13:09:16,1198
255,"",1,2,2.5,0.5,20.5,0.3,0.5,3,1,N,0.0,0.0,24.3,2021-01-01 00:38:07,2021-01-01 00:15:52,6.11,2021-01-01 12:45:52,2021-01-01 13:08:07,1335
182,74,1,1,0.0,0.0,22.2,0.3,0.5,1,1,N,0.0,0.0,23.0,2021-01-01 00:41:34,2021-01-01 00:25:47,.00,2021-01-01 12:55:47,2021-01-01 13:11:34,947
236,141,1,2,2.5,0.5,5.0,0.3,0.5,1,1,N,1.5,0.0,10.3,2021-01-01 00:33:01,2021-01-01 00:28:44,.90,2021-01-01 12:58:44,2021-01-01 13:03:01,257
82,138,1,1,0.0,0.5,12.0,0.3,0.5,4,2,N,0.0,0.0,13.3,2021-01-01 00:18:08,2021-01-01 00:06:08,3,2021-01-01 12:36:08,2021-01-01 12:48:08,720
142,151,1,1,2.5,3.0,9.0,0.3,0.5,1,1,N,2.5,0.0,15.3,2021-01-01 00:38:45,2021-01-01 00:28:48,1.6,2021-01-01 12:58:48,2021-01-01 13:08:45,597
234,114,1,2,2.5,0.5,4.5,0.3,0.5,1,1,N,1.66,0.0,9.96,2021-01-01 00:23:49,2021-01-01 00:21:11,.92,2021-01-01 12:51:11,2021-01-01 12:53:49,158
127,43,1,1,2.5,3.0,28.0,0.3,0.5,3,2,N,0.0,0.0,31.8,2021-01-01 00:48:38,2021-01-01 00:29:24,9.4,2021-01-01 12:59:24,2021-01-01 13:18:38,1154
240,91,1,2,0.0,0.5,86.5,0.3,0.5,1,1,N,2.75,6.12,96.67,2021-01-01 01:21:47,2021-01-01 00:38:55,33.18,2021-01-01 13:08:55,2021-01-01 13:51:47,2572
41,263,1,2,2.5,0.5,11.0,0.3,0.5,1,2,N,0.0,0.0,14.8,2021-01-01 01:00:33,2021-01-01 00:48:05,2.31,2021-01-01 13:18:05,2021-01-01 13:30:33,748
186,170,1,2,2.5,0.5,5.5,0.3,0.5,3,1,N,2.32,0.0,11.62,2021-01-01 00:59:51,2021-01-01 00:54:52,.88,2021-01-01 13:24:52,2021-01-01 13:29:51,299
238,239,1,2,2.5,0.5,4.5,0.3,0.5,1,1,N,1.66,0.0,9.96,2021-01-01 00:07:58,2021-01-01 00:04:21,.78,2021-01-01 12:34:21,2021-01-01 12:37:58,217
28,236,1,1,2.5,3.0,39.0,0.3,0.5,0,1,N,0.0,6.12,48.92,2021-01-01 00:24:16,2021-01-01 00:01:13,14.3,2021-01-01 12:31:13,2021-01-01 12:54:16,1383
234,230,1,2,2.5,0.5,10.0,0.3,0.5,2,1,N,2.76,0.0,16.56,2021-01-01 00:51:39,2021-01-01 00:40:17,2.06,2021-01-01 13:10:17,2021-01-01 13:21:39,682
140,230,1,1,2.5,3.0,10.5,0.3,0.5,2,2,N,0.0,0.0,14.3,2021-01-01 00:50:51,2021-01-01 00:40:12,2.7,2021-01-01 13:10:12,2021-01-01 13:20:51,639
137,229,1,2,2.5,0.5,10.0,0.3,0.5,2,1,N,2.76,0.0,16.56,2021-01-01 00:37:21,2021-01-01 00:30:45,2.71,2021-01-01 13:00:45,2021-01-01 13:07:21,396
82,260,1,1,0.0,0.5,5.0,0.3,0.5,1,2,N,0.0,0.0,6.3,2021-01-01 00:51:10,2021-01-01 00:47:00,.80,2021-01-01 13:17:00,2021-01-01 13:21:10,250
144,125,1,2,2.5,0.5,6.5,0.3,0.5,2,1,N,2.06,0.0,12.36,2021-01-01 00:30:07,2021-01-01 00:24:12,1.18,2021-01-01 12:54:12,2021-01-01 13:00:07,355
236,229,1,2,2.5,0.5,6.0,0.3,0.5,1,1,N,1.96,0.0,11.76,2021-01-01 00:23:31,2021-01-01 00:20:17,1.42,2021-01-01 12:50:17,2021-01-01 12:53:31,194
170,48,1,1,2.5,3.0,7.5,0.3,0.5,2,3,N,0.0,0.0,11.3,2021-01-01 00:34:57,2021-01-01 00:25:56,1.4,2021-01-01 12:55:56,2021-01-01 13:04:57,541
141,263,1,1,2.5,3.0,4.5,0.3,0.5,1,1,N,1.7,0.0,10.0,2021-01-01 00:19:41,2021-01-01 00:17:25,.90,2021-01-01 12:47:25,2021-01-01 12:49:41,136
166,138,1,1,0.0,2.5,24.5,0.3,0.5,2,2,N,0.0,6.12,33.92,2021-01-01 00:32:58,2021-01-01 00:10:46,7.4,2021-01-01 12:40:46,2021-01-01 13:02:58,1332
141,142,1,2,2.5,0.5,7.5,0.3,0.5,1,2,N,0.0,0.0,11.3,2021-01-01 00:46:12,2021-01-01 00:39:11,1.62,2021-01-01 13:09:11,2021-01-01 13:16:12,421
41,43,1,2,2.5,0.5,7.5,0.3,0.5,3,2,N,0.0,0.0,11.3,2021-01-01 00:07:21,2021-01-01 00:01:01,1.48,2021-01-01 12:31:01,2021-01-01 12:37:21,380
75,162,1,1,2.5,3.0,10.5,0.3,0.5,1,1,Y,2.85,0.0,17.15,2021-01-01 00:38:50,2021-01-01 00:30:01,3,2021-01-01 13:00:01,2021-01-01 13:08:50,529
48,48,1,1,2.5,3.0,4.5,0.3,0.5,1,3,N,0.0,0.0,8.3,2021-01-01 00:24:17,2021-01-01 00:19:47,.50,2021-01-01 12:49:47,2021-01-01 12:54:17,270
186,90,1,2,2.5,0.5,6.0,0.3,0.5,1,2,N,0.0,0.0,9.8,2021-01-01 00:10:17,2021-01-01 00:03:27,1.02,2021-01-01 12:33:27,2021-01-01 12:40:17,410
87,262,1,1,2.5,3.0,20.5,0.3,0.5,2,1,Y,4.85,0.0,29.15,2021-01-01 00:35:36,2021-01-01 00:23:37,6.9,2021-01-01 12:53:37,2021-01-01 13:05:36,719
151,238,1,1,0.0,0.5,3.0,0.3,0.5,1,2,N,0.0,0.0,4.3,2021-01-01 00:52:19,2021-01-01 00:51:20,.20,2021-01-01 13:21:20,2021-01-01 13:22:19,59
238,163,1,2,2.5,0.5,12.0,0.3,0.5,3,1,N,4.74,0.0,20.54,2021-01-01 00:48:02,2021-01-01 00:38:35,3.17,2021-01-01 13:08:35,2021-01-01 13:18:02,567
229,132,2,2,2.5,0.0,52.0,0.3,0.5,3,1,N,11.06,0.0,66.36,2021-01-01 01:01:27,2021-01-01 00:36:53,16.54,2021-01-01 13:06:53,2021-01-01 13:31:27,1474
237,263,1,2,2.5,0.5,6.0,0.3,0.5,5,1,N,1.96,0.0,11.76,2021-01-01 00:26:43,2021-01-01 00:23:04,1.44,2021-01-01 12:53:04,2021-01-01 12:56:43,219
264,264,1,2,2.5,0.5,5.0,0.3,0.5,3,2,N,0.0,0.0,8.8,2021-01-01 00:18:57,2021-01-01 00:15:51,.94,2021-01-01 12:45:51,2021-01-01 12:48:57,186
198,233,1,2,2.5,0.5,23.0,0.3,0.5,1,2,N,0.0,0.0,26.8,2021-01-01 00:28:34,2021-01-01 00:05:57,6.88,2021-01-01 12:35:57,2021-01-01 12:58:34,1357
262,140,1,1,2.5,3.0,5.0,0.3,0.5,1,1,N,1.76,0.0,10.56,2021-01-01 00:20:59,2021-01-01 00:18:19,1.1,2021-01-01 12:48:19,2021-01-01 12:50:59,160
43,237,1,1,2.5,3.0,7.5,0.3,0.5,1,1,N,1.5,0.0,12.8,2021-01-01 00:33:54,2021-01-01 00:27:09,1.6,2021-01-01 12:57:09,2021-01-01 13:03:54,405
68,186,1,2,2.5,0.5,4.0,0.3,0.5,1,1,N,1.56,0.0,9.36,2021-01-01 00:45:54,2021-01-01 00:43:14,.68,2021-01-01 13:13:14,2021-01-01 13:15:54,160
244,238,1,2,2.5,0.5,17.5,0.3,0.5,1,2,N,0.0,0.0,21.3,2021-01-01 00:29:34,2021-01-01 00:16:17,5.37,2021-01-01 12:46:17,2021-01-01 12:59:34,797
140,229,1,2,2.5,0.5,6.0,0.3,0.5,2,2,N,0.0,0.0,9.8,2021-01-01 00:52:39,2021-01-01 00:48:04,1.34,2021-01-01 13:18:04,2021-01-01 13:22:39,275
263,141,1,1,2.5,3.0,5.0,0.3,0.5,2,1,N,2.5,0.0,11.3,2021-01-01 00:37:27,2021-01-01 00:34:38,1.1,2021-01-01 13:04:38,2021-01-01 13:07:27,169
107,107,1,1,2.5,3.0,3.5,0.3,0.5,1,1,N,1.45,0.0,8.75,2021-01-01 00:29:30,2021-01-01 00:27:30,.40,2021-01-01 12:57:30,2021-01-01 12:59:30,120
116,68,1,2,2.5,0.5,22.0,0.3,0.5,1,1,N,2.0,0.0,27.8,2021-01-01 00:32:24,2021-01-01 00:15:44,6.91,2021-01-01 12:45:44,2021-01-01 13:02:24,1000
237,236,1,2,2.5,0.5,5.5,0.3,0.5,1,1,N,1.86,0.0,11.16,2021-01-01 00:22:46,2021-01-01 00:19:32,1.34,2021-01-01 12:49:32,2021-01-01 12:52:46,194
239,238,1,2,2.5,0.5,5.0,0.3,0.5,1,2,N,0.0,0.0,8.8,2021-01-01 00:21:43,2021-01-01 00:17:39,.58,2021-01-01 12:47:39,2021-01-01 12:51:43,244
68,143,1,1,2.5,3.0,9.5,0.3,0.5,1,1,N,4.7,0.0,18.0,2021-01-01 00:34:32,2021-01-01 00:23:52,2,2021-01-01 12:53:52,2021-01-01 13:04:32,640
260,137,1,1,2.5,3.0,25.5,0.3,0.5,1,1,N,5.85,0.0,35.15,2021-01-01 01:19:14,2021-01-01 00:49:47,6.4,2021-01-01 13:19:47,2021-01-01 13:49:14,1767
248,141,1,2,2.5,0.5,21.0,0.3,0.5,1,2,N,0.0,0.0,24.8,2021-01-01 00:35:57,2021-01-01 00:20:06,7,2021-01-01 12:50:06,2021-01-01 13:05:57,951
233,263,1,1,2.5,3.0,7.5,0.3,0.5,2,2,Y,0.0,0.0,11.3,2021-01-01 00:51:21,2021-01-01 00:45:34,2,2021-01-01 13:15:34,2021-01-01 13:21:21,347
238,90,1,1,2.5,3.0,15.0,0.3,0.5,1,1,N,3.75,0.0,22.55,2021-01-01 00:17:06,2021-01-01 00:03:06,4.5,2021-01-01 12:33:06,2021-01-01 12:47:06,840
75,224,1,2,2.5,0.5,12.5,0.3,0.5,1,2,N,0.0,0.0,16.3,2021-01-01 00:59:10,2021-01-01 00:49:31,3.98,2021-01-01 13:19:31,2021-01-01 13:29:10,579
238,140,1,2,2.5,0.5,8.0,0.3,0.5,1,1,N,2.36,0.0,14.16,2021-01-01 00:35:34,2021-01-01 00:27:50,1.69,2021-01-01 12:57:50,2021-01-01 13:05:34,464
74,151,1,2,0.0,0.5,11.5,0.3,0.5,2,2,N,0.0,0.0,12.8,2021-01-01 00:37:38,2021-01-01 00:25:24,2.6,2021-01-01 12:55:24,2021-01-01 13:07:38,734
129,97,1,1,0.0,0.5,27.5,0.3,0.5,1,4,N,0.0,"",28.8,2021-01-01 01:00:13,2021-01-01 00:39:16,9.1,2021-01-01 13:09:16,2021-01-01 13:30:13,1257
142,263,1,1,2.5,3.0,6.5,0.3,0.5,1,1,N,3.05,0.0,13.35,2021-01-01 00:47:27,2021-01-01 00:42:59,1.5,2021-01-01 13:12:59,2021-01-01 13:17:27,268
163,107,1,1,2.5,3.0,17.0,0.3,0.5,0,1,N,10.0,0.0,30.8,2021-01-01 01:01:37,2021-01-01 00:37:59,3.6,2021-01-01 13:07:59,2021-01-01 13:31:37,1418
229,224,1,1,2.5,3.0,7.5,0.3,0.5,3,1,N,3.0,0.0,14.3,2021-01-01 00:47:49,2021-01-01 00:42:38,2,2021-01-01 13:12:38,2021-01-01 13:17:49,311
236,238,1,2,2.5,0.5,7.5,0.3,0.5,1,1,N,2.82,0.0,14.12,2021-01-01 00:48:58,2021-01-01 00:42:56,1.62,2021-01-01 13:12:56,2021-01-01 13:18:58,362
43,137,1,2,2.5,0.5,10.0,0.3,0.5,1,2,N,0.0,0.0,13.8,2021-01-01 01:08:24,2021-01-01 00:58:03,2.65,2021-01-01 13:28:03,2021-01-01 13:38:24,621
68,48,1,2,2.5,0.5,6.0,0.3,0.5,1,2,N,0.0,0.0,9.8,2021-01-01 00:25:42,2021-01-01 00:19:38,.94,2021-01-01 12:49:38,2021-01-01 12:55:42,364
7,79,1,2,2.5,0.5,27.0,0.3,0.5,1,2,N,0.0,0.0,30.8,2021-01-01 00:32:08,2021-01-01 00:14:41,9.19,2021-01-01 12:44:41,2021-01-01 13:02:08,1047
17,230,1,1,2.5,3.0,35.0,0.3,0.5,1,1,N,7.75,0.0,46.55,2021-01-01 00:58:16,2021-01-01 00:24:20,11.1,2021-01-01 12:54:20,2021-01-01 13:28:16,2036
186,186,1,1,2.5,3.0,3.5,0.3,0.5,1,2,N,0.0,0.0,7.3,2021-01-01 00:56:53,2021-01-01 00:54:23,.20,2021-01-01 13:24:23,2021-01-01 13:26:53,150
233,236,1,2,2.5,0.5,8.5,0.3,0.5,2,1,N,3.08,0.0,15.38,2021-01-01 01:05:01,2021-01-01 00:59:01,2.46,2021-01-01 13:29:01,2021-01-01 13:35:01,360
238,166,1,2,2.5,0.5,6.0,0.3,0.5,1,1,N,1.96,0.0,11.76,2021-01-01 01:05:06,2021-01-01 00:59:03,1.07,2021-01-01 13:29:03,2021-01-01 13:35:06,363
237,229,1,2,2.5,0.5,9.5,0.3,0.5,3,2,N,0.0,0.0,13.3,2021-01-01 00:54:41,2021-01-01 00:42:35,1.61,2021-01-01 13:12:35,2021-01-01 13:24:41,726
263,75,1,2,2.5,0.5,5.5,0.3,0.5,2,1,N,0.93,0.0,10.23,2021-01-01 00:38:44,2021-01-01 00:34:35,1.06,2021-01-01 13:04:35,2021-01-01 13:08:44,249
87,113,1,2,2.5,0.5,9.5,0.3,0.5,1,1,N,2.66,0.0,15.96,2021-01-01 00:15:06,2021-01-01 00:04:44,2.19,2021-01-01 12:34:44,2021-01-01 12:45:06,622
238,151,1,2,2.5,0.5,5.0,0.3,0.5,2,1,N,2.2,0.0,11.0,2021-01-01 00:47:18,2021-01-01 00:43:03,.64,2021-01-01 13:13:03,2021-01-01 13:17:18,255
224,107,1,1,2.5,3.0,6.5,0.3,0.5,1,1,Y,0.0,0.0,10.3,2021-01-01 00:31:38,2021-01-01 00:24:13,.90,2021-01-01 12:54:13,2021-01-01 13:01:38,445
48,239,1,2,2.5,0.5,7.0,0.3,0.5,1,1,N,2.7,0.0,13.5,2021-01-01 00:53:55,2021-01-01 00:48:38,1.85,2021-01-01 13:18:38,2021-01-01 13:23:55,317
237,237,1,1,2.5,3.0,4.0,0.3,0.5,2,1,N,0.0,0.0,7.8,2021-01-01 00:59:22,2021-01-01 00:57:04,.40,2021-01-01 13:27:04,2021-01-01 13:29:22,138
141,163,1,2,2.5,0.5,7.5,0.3,0.5,1,1,N,2.82,0.0,14.12,2021-01-01 01:03:31,2021-01-01 00:55:10,1.64,2021-01-01 13:25:10,2021-01-01 13:33:31,501
239,239,1,2,2.5,0.5,5.0,0.3,0.5,1,2,N,0.0,0.0,8.8,2021-01-01 00:19:06,2021-01-01 00:14:58,.72,2021-01-01 12:44:58,2021-01-01 12:49:06,248
61,74,1,1,0.0,0.0,45.08,0.3,0.5,1,1,N,0.0,6.12,52.0,2021-01-01 00:38:32,2021-01-01 00:03:37,.00,2021-01-01 12:33:37,2021-01-01 13:08:32,2095
137,107,1,2,2.5,0.5,4.0,0.3,0.5,1,1,N,0.0,0.0,7.8,2021-01-01 00:26:05,2021-01-01 00:24:32,.76,2021-01-01 12:54:32,2021-01-01 12:56:05,93
107,132,2,1,2.5,2.5,52.0,0.3,0.5,1,1,N,12.25,6.12,73.67,2021-01-01 00:43:49,2021-01-01 00:22:52,17.2,2021-01-01 12:52:52,2021-01-01 13:13:49,1257
75,166,1,2,0.0,0.5,8.5,0.3,0.5,2,1,N,2.45,0.0,12.25,2021-01-01 00:18:00,2021-01-01 00:08:32,1.57,2021-01-01 12:38:32,2021-01-01 12:48:00,568
263,75,1,2,0.0,0.5,3.5,0.3,0.5,1,2,N,0.0,0.0,4.8,2021-01-01 00:54:00,2021-01-01 00:52:28,.51,2021-01-01 13:22:28,2021-01-01 13:24:00,92
140,233,1,1,2.5,3.0,6.5,0.3,0.5,2,1,N,1.0,0.0,11.3,2021-01-01 00:33:57,2021-01-01 00:29:11,1.5,2021-01-01 12:59:11,2021-01-01 13:03:57,286
48,100,1,1,2.5,3.0,3.5,0.3,0.5,1,2,N,0.0,0.0,7.3,2021-01-01 00:36:29,2021-01-01 00:34:14,.20,2021-01-01 13:04:14,2021-01-01 13:06:29,135
164,48,1,2,2.5,0.5,8.5,0.3,0.5,1,1,N,3.69,0.0,15.99,2021-01-01 00:15:54,2021-01-01 00:04:58,1.73,2021-01-01 12:34:58,2021-01-01 12:45:54,656
48,261,1,2,2.5,0.5,15.5,0.3,0.5,1,1,N,3.86,0.0,23.16,2021-01-01 00:40:05,2021-01-01 00:23:01,4.09,2021-01-01 12:53:01,2021-01-01 13:10:05,1024
229,249,1,1,2.5,3.0,13.5,0.3,0.5,1,1,N,10.0,0.0,27.3,2021-01-01 00:59:55,2021-01-01 00:46:05,3.7,2021-01-01 13:16:05,2021-01-01 13:29:55,830
137,79,1,2,2.5,0.5,4.5,0.3,0.5,1,2,N,0.0,0.0,8.3,2021-01-01 00:02:49,2021-01-01 00:00:29,.96,2021-01-01 12:30:29,2021-01-01 12:32:49,140
87,170,1,2,2.5,0.5,17.5,0.3,0.5,1,1,N,3.0,0.0,24.3,2021-01-01 00:58:17,2021-01-01 00:44:45,5.32,2021-01-01 13:14:45,2021-01-01 13:28:17,812
41,48,1,2,2.5,0.5,18.0,0.3,0.5,1,1,N,4.36,0.0,26.16,2021-01-01 00:57:17,2021-01-01 00:35:17,4.07,2021-01-01 13:05:17,2021-01-01 13:27:17,1320
244,161,1,2,2.5,0.5,27.0,0.3,0.5,1,1,N,9.24,0.0,40.04,2021-01-01 00:55:30,2021-01-01 00:32:52,7.99,2021-01-01 13:02:52,2021-01-01 13:25:30,1358
164,90,1,2,2.5,0.5,9.0,0.3,0.5,1,2,N,0.0,0.0,12.8,2021-01-01 00:26:03,2021-01-01 00:14:23,1.25,2021-01-01 12:44:23,2021-01-01 12:56:03,700
237,234,1,2,2.5,0.5,10.5,0.3,0.5,1,1,N,3.58,0.0,17.88,2021-01-01 00:30:27,2021-01-01 00:20:21,2.88,2021-01-01 12:50:21,2021-01-01 13:00:27,606
88,48,1,2,2.5,0.5,18.5,0.3,0.5,5,2,N,0.0,0.0,22.3,2021-01-01 00:30:20,2021-01-01 00:11:27,5.47,2021-01-01 12:41:27,2021-01-01 13:00:20,1133
57,142,1,2,2.5,0.5,29.0,0.3,0.5,1,2,N,0.0,0.0,32.8,2021-01-01 01:03:08,2021-01-01 00:34:09,8.67,2021-01-01 13:04:09,2021-01-01 13:33:08,1739
237,236,1,2,2.5,0.5,5.5,0.3,0.5,1,1,N,1.0,0.0,10.3,2021-01-01 00:21:55,2021-01-01 00:17:48,1.01,2021-01-01 12:47:48,2021-01-01 12:51:55,247
236,141,1,1,2.5,3.0,5.5,0.3,0.5,1,1,N,2.0,0.0,11.3,2021-01-01 00:18:40,2021-01-01 00:14:54,1.2,2021-01-01 12:44:54,2021-01-01 12:48:40,226
229,100,1,1,2.5,3.0,7.0,0.3,0.5,1,2,N,0.0,0.0,10.8,2021-01-01 00:07:28,2021-01-01 00:01:09,1.4,2021-01-01 12:31:09,2021-01-01 12:37:28,379
43,142,1,1,2.5,3.0,8.0,0.3,0.5,1,2,N,0.0,0.0,11.8,2021-01-01 00:36:12,2021-01-01 00:30:10,2.1,2021-01-01 13:00:10,2021-01-01 13:06:12,362
140,263,1,1,2.5,3.0,5.0,0.3,0.5,2,1,Y,2.6,0.0,11.4,2021-01-01 00:28:22,2021-01-01 00:25:36,1,2021-01-01 12:55:36,2021-01-01 12:58:22,166
211,211,1,1,2.5,3.0,4.5,0.3,0.5,2,1,N,1.65,0.0,9.95,2021-01-01 00:43:53,2021-01-01 00:40:07,.40,2021-01-01 13:10:07,2021-01-01 13:13:53,226
75,151,1,2,0.0,0.5,10.0,0.3,0.5,1,2,N,0.0,0.0,11.3,2021-01-01 00:18:07,2021-01-01 00:07:16,2.03,2021-01-01 12:37:16,2021-01-01 12:48:07,651
