DOLocationID,PULocationID,RatecodeID,VendorID,congestion_surcharge,extra,fare_amount,improvement_surcharge,mta_tax,passenger_count,payment_type,store_and_fwd_flag,tip_amount,tolls_amount,total_amount,tpep_dropoff_datetime,tpep_pickup_datetime,trip_distance,tpep_pickup_datetime_IST,tpep_dropoff_datetime_IST,TravelTime
229,161,1,1,2.5,3.0,5.5,0.3,0.5,2,1,N,1.0,0.0,10.3,2021-01-01 00:33:11,2021-01-01 00:27:18,.70,2021-01-01 12:57:18,2021-01-01 13:03:11,353
238,68,1,2,2.5,0.5,13.0,0.3,0.5,1,1,N,1.68,0.0,18.48,2021-01-01 00:41:39,2021-01-01 00:28:42,3.85,2021-01-01 12:58:42,2021-01-01 13:11:39,777
263,238,1,1,2.5,3.0,8.0,0.3,0.5,1,1,N,2.95,0.0,14.75,2021-01-01 00:59:51,2021-01-01 00:52:09,1.8,2021-01-01 13:22:09,2021-01-01 13:29:51,462
161,238,1,2,2.5,0.5,13.5,0.3,0.5,3,2,N,0.0,0.0,17.3,2021-01-01 00:37:49,2021-01-01 00:21:35,2.95,2021-01-01 12:51:35,2021-01-01 13:07:49,974
197,132,1,2,0.0,0.5,19.0,0.3,0.5,1,2,N,0.0,0.0,20.3,2021-01-01 00:49:58,2021-01-01 00:38:23,6.43,2021-01-01 13:08:23,2021-01-01 13:19:58,695
229,140,1,2,2.5,0.5,6.5,0.3,0.5,1,1,N,2.58,0.0,12.88,2021-01-01 00:44:14,2021-01-01 00:38:55,1.24,2021-01-01 13:08:55,2021-01-01 13:14:14,319
79,48,1,2,2.5,0.5,15.0,0.3,0.5,1,1,N,4.7,0.0,23.5,2021-01-01 00:50:32,2021-01-01 00:31:40,3.6,2021-01-01 13:01:40,2021-01-01 13:20:32,1132
262,236,1,2,2.5,0.5,5.5,0.3,0.5,2,2,N,0.0,0.0,9.3,2021-01-01 00:42:09,2021-01-01 00:37:40,.78,2021-01-01 13:07:40,2021-01-01 13:12:09,269
239,239,1,2,2.5,0.5,3.5,0.3,0.5,1,1,N,1.31,0.0,8.61,2021-01-01 00:30:04,2021-01-01 00:28:50,.59,2021-01-01 12:58:50,2021-01-01 13:00:04,74
234,141,1,1,2.5,3.0,12.5,0.3,0.5,2,4,N,0.0,0.0,16.3,2021-01-01 01:09:24,2021-01-01 00:55:31,2.9,2021-01-01 13:25:31,2021-01-01 13:39:24,833
170,144,1,2,2.5,0.5,9.0,0.3,0.5,2,1,N,2.56,0.0,15.36,2021-01-01 00:54:25,2021-01-01 00:46:17,2.22,2021-01-01 13:16:17,2021-01-01 13:24:25,488
137,79,1,1,2.5,3.0,6.5,0.3,0.5,1,1,Y,2.55,0.0,12.85,2021-01-01 00:37:59,2021-01-01 00:32:34,1.5,2021-01-01 13:02:34,2021-01-01 13:07:59,325
50,263,1,2,2.5,0.5,13.0,0.3,0.5,1,2,N,0.0,0.0,16.8,2021-01-01 00:50:14,2021-01-01 00:36:23,3.34,2021-01-01 13:06:23,2021-01-01 13:20:14,831
162,230,1,2,2.5,0.5,9.0,0.3,0.5,2,1,N,2.3,0.0,15.1,2021-01-01 00:33:42,2021-01-01 00:21:38,1.57,2021-01-01 12:51:38,2021-01-01 13:03:42,724
90,151,1,1,2.5,3.0,21.0,0.3,0.5,1,2,N,0.0,0.0,24.8,2021-01-01 00:45:43,2021-01-01 00:25:09,6.1,2021-01-01 12:55:09,2021-01-01 13:15:43,1234
181,249,1,1,2.5,3.0,16.0,0.3,0.5,1,2,N,0.0,0.0,19.8,2021-01-01 01:14:37,2021-01-01 00:59:27,4.6,2021-01-01 13:29:27,2021-01-01 13:44:37,910
151,229,1,2,2.5,0.5,14.5,0.3,0.5,1,1,N,4.58,0.0,22.88,2021-01-01 00:28:16,2021-01-01 00:13:44,3.96,2021-01-01 12:43:44,2021-01-01 12:58:16,872
68,107,1,2,2.5,0.5,9.0,0.3,0.5,2,1,N,2.56,0.0,15.36,2021-01-01 00:20:16,2021-01-01 00:10:49,1.9,2021-01-01 12:40:49,2021-01-01 12:50:16,567
142,249,1,1,2.5,3.0,14.5,0.3,0.5,1,1,N,5.45,0.0,23.75,2021-01-01 00:27:14,2021-01-01 00:12:48,4.1,2021-01-01 12:42:48,2021-01-01 12:57:14,866
265,70,4,2,0.0,0.5,46.0,0.3,0.5,2,1,N,9.46,0.0,56.76,2021-01-01 00:41:04,2021-01-01 00:17:53,15.19,2021-01-01 12:47:53,2021-01-01 13:11:04,1391
237,162,1,2,2.5,0.5,6.5,0.3,0.5,1,2,N,0.0,0.0,10.3,2021-01-01 00:49:47,2021-01-01 00:44:23,1.44,2021-01-01 13:14:23,2021-01-01 13:19:47,324
158,48,1,2,2.5,0.5,9.5,0.3,0.5,1,1,N,3.99,0.0,17.29,2021-01-01 01:08:26,2021-01-01 00:57:30,2.18,2021-01-01 13:27:30,2021-01-01 13:38:26,656
263,137,1,2,2.5,0.5,11.0,0.3,0.5,1,1,N,2.96,0.0,17.76,2021-01-01 00:30:51,2021-01-01 00:22:09,3.58,2021-01-01 12:52:09,2021-01-01 13:00:51,522
189,170,1,1,2.5,3.0,19.5,0.3,0.5,1,2,"",0.0,0.0,23.3,2021-01-01 00:51:55,2021-01-01 00:32:13,5.2,2021-01-01 13:02:13,2021-01-01 13:21:55,1182
190,107,1,1,2.5,3.0,20.5,0.3,0.5,1,1,N,6.05,0.0,30.35,2021-01-01 00:45:11,2021-01-01 00:23:38,5.7,2021-01-01 12:53:38,2021-01-01 13:15:11,1293
170,229,1,2,2.5,0.5,6.0,0.3,0.5,1,2,N,0.0,0.0,9.8,2021-01-01 00:21:49,2021-01-01 00:16:19,1.27,2021-01-01 12:46:19,2021-01-01 12:51:49,330
17,140,1,1,2.5,3.0,29.0,0.3,0.5,1,1,N,5.0,6.12,43.92,2021-01-01 00:48:47,2021-01-01 00:22:50,9.5,2021-01-01 12:52:50,2021-01-01 13:18:47,1557
236,113,1,2,2.5,0.5,17.5,0.3,0.5,1,1,N,6.39,0.0,27.69,2021-01-01 00:23:34,2021-01-01 00:05:35,5.1,2021-01-01 12:35:35,2021-01-01 12:53:34,1079
229,100,1,2,2.5,0.5,9.5,0.3,0.5,1,2,N,0.0,0.0,13.3,2021-01-01 00:14:29,2021-01-01 00:03:48,1.98,2021-01-01 12:33:48,2021-01-01 12:44:29,641
142,239,1,2,2.5,0.5,5.5,0.3,0.5,3,2,N,0.0,0.0,9.3,2021-01-01 00:48:17,2021-01-01 00:43:41,.93,2021-01-01 13:13:41,2021-01-01 13:18:17,276
234,230,1,2,2.5,0.5,7.5,0.3,0.5,1,2,N,0.0,0.0,11.3,2021-01-01 00:22:42,2021-01-01 00:13:37,1.12,2021-01-01 12:43:37,2021-01-01 12:52:42,545
94,249,1,1,2.5,3.0,37.5,0.3,0.5,1,2,N,0.0,0.0,41.3,2021-01-01 00:32:33,2021-01-01 00:01:49,12.4,2021-01-01 12:31:49,2021-01-01 13:02:33,1844
238,107,1,2,2.5,0.5,17.0,0.3,0.5,1,1,N,5.2,0.0,26.0,2021-01-01 00:44:41,2021-01-01 00:28:10,5.16,2021-01-01 12:58:10,2021-01-01 13:14:41,991
79,137,1,2,2.5,0.5,7.0,0.3,0.5,4,1,N,2.16,0.0,12.96,2021-01-01 00:49:37,2021-01-01 00:43:45,1.62,2021-01-01 13:13:45,2021-01-01 13:19:37,352
151,75,1,2,0.0,0.5,6.5,0.3,0.5,2,2,N,0.0,0.0,7.8,2021-01-01 00:50:54,2021-01-01 00:45:30,1.51,2021-01-01 13:15:30,2021-01-01 13:20:54,324
145,230,1,1,2.5,3.0,10.0,0.3,0.5,1,1,N,2.75,0.0,16.55,2021-01-01 00:49:39,2021-01-01 00:41:19,2.7,2021-01-01 13:11:19,2021-01-01 13:19:39,500
236,141,1,2,2.5,0.5,4.0,0.3,0.5,2,1,N,1.5,0.0,9.3,2021-01-01 00:41:15,2021-01-01 00:39:08,.52,2021-01-01 13:09:08,2021-01-01 13:11:15,127
262,68,1,2,2.5,0.5,16.0,0.3,0.5,1,1,N,3.96,0.0,23.76,2021-01-01 00:45:22,2021-01-01 00:27:21,4.29,2021-01-01 12:57:21,2021-01-01 13:15:22,1081
144,100,1,2,2.5,0.5,10.0,0.3,0.5,1,1,N,4.14,0.0,17.94,2021-01-01 00:18:44,2021-01-01 00:09:45,2.9,2021-01-01 12:39:45,2021-01-01 12:48:44,539
151,239,1,2,2.5,0.5,6.0,0.3,0.5,1,1,N,1.96,0.0,11.76,2021-01-01 00:42:21,2021-01-01 00:37:55,1.33,2021-01-01 13:07:55,2021-01-01 13:12:21,266
90,138,1,1,2.5,3.0,27.5,0.3,0.5,1,2,N,0.0,6.12,37.42,2021-01-01 00:19:57,2021-01-01 00:00:36,9.4,2021-01-01 12:30:36,2021-01-01 12:49:57,1161
262,170,1,1,2.5,3.0,9.5,0.3,0.5,2,1,N,2.65,0.0,15.95,2021-01-01 00:21:41,2021-01-01 00:14:12,2.8,2021-01-01 12:44:12,2021-01-01 12:51:41,449
231,100,1,2,2.5,0.5,12.0,0.3,0.5,1,1,N,3.16,0.0,18.96,2021-01-01 00:36:58,2021-01-01 00:24:43,3.4,2021-01-01 12:54:43,2021-01-01 13:06:58,735
48,246,1,2,2.5,0.5,10.5,0.3,0.5,1,2,N,0.0,0.0,14.3,2021-01-01 00:27:32,2021-01-01 00:14:33,2.37,2021-01-01 12:44:33,2021-01-01 12:57:32,779
239,48,1,2,2.5,0.5,7.0,0.3,0.5,1,2,N,0.0,0.0,10.8,2021-01-01 00:52:48,2021-01-01 00:47:17,1.66,2021-01-01 13:17:17,2021-01-01 13:22:48,331
74,74,1,2,0.0,0.5,5.0,0.3,0.5,1,2,N,0.0,0.0,6.3,2021-01-01 01:01:00,2021-01-01 00:56:22,.77,2021-01-01 13:26:22,2021-01-01 13:31:00,278
169,141,1,2,2.5,0.5,22.5,0.3,0.5,1,2,N,0.0,0.0,26.3,2021-01-01 01:14:55,2021-01-01 00:56:46,7.42,2021-01-01 13:26:46,2021-01-01 13:44:55,1089
50,249,1,2,2.5,0.5,13.5,0.3,0.5,1,1,N,2.7,0.0,20.0,2021-01-01 00:49:18,2021-01-01 00:33:48,3.49,2021-01-01 13:03:48,2021-01-01 13:19:18,930
263,263,1,2,2.5,0.5,4.5,0.3,0.5,1,1,N,2.08,0.0,10.38,2021-01-01 00:49:14,2021-01-01 00:45:53,.59,2021-01-01 13:15:53,2021-01-01 13:19:14,201
143,144,1,2,2.5,0.5,20.0,0.3,0.5,1,1,N,5.0,0.0,28.8,2021-01-01 01:08:25,2021-01-01 00:48:55,5.74,2021-01-01 13:18:55,2021-01-01 13:38:25,1170
141,170,1,2,2.5,0.5,8.0,0.3,0.5,1,1,N,2.95,0.0,14.75,2021-01-01 01:00:01,2021-01-01 00:53:44,2.08,2021-01-01 13:23:44,2021-01-01 13:30:01,377
219,132,1,2,0.0,0.5,12.0,0.3,0.5,1,1,N,2.66,0.0,15.96,2021-01-01 00:13:53,2021-01-01 00:06:27,3.7,2021-01-01 12:36:27,2021-01-01 12:43:53,446
142,50,1,2,2.5,0.5,4.5,0.3,0.5,5,2,N,0.0,0.0,8.3,2021-01-01 00:44:24,2021-01-01 00:42:11,.81,2021-01-01 13:12:11,2021-01-01 13:14:24,133
163,141,1,2,2.5,0.5,8.0,0.3,0.5,1,1,N,2.36,0.0,14.16,2021-01-01 00:50:17,2021-01-01 00:42:43,1.68,2021-01-01 13:12:43,2021-01-01 13:20:17,454
113,140,1,2,2.5,0.5,17.0,0.3,0.5,1,1,N,4.16,0.0,24.96,2021-01-01 01:06:38,2021-01-01 00:50:24,4.78,2021-01-01 13:20:24,2021-01-01 13:36:38,974
66,137,1,2,2.5,0.5,19.0,0.3,0.5,1,2,N,0.0,0.0,22.8,2021-01-01 00:44:51,2021-01-01 00:30:02,5.9,2021-01-01 13:00:02,2021-01-01 13:14:51,889
143,114,1,1,2.5,3.0,14.5,0.3,0.5,2,1,N,3.65,0.0,21.95,2021-01-01 00:33:47,2021-01-01 00:17:53,3.9,2021-01-01 12:47:53,2021-01-01 13:03:47,954
263,262,1,1,2.5,3.0,3.0,0.3,0.5,1,3,N,0.0,0.0,6.8,2021-01-01 00:46:49,2021-01-01 00:45:45,.20,2021-01-01 13:15:45,2021-01-01 13:16:49,64
236,140,1,2,2.5,0.5,8.0,0.3,0.5,2,1,N,2.36,0.0,14.16,2021-01-01 01:01:56,2021-01-01 00:53:45,1.5,2021-01-01 13:23:45,2021-01-01 13:31:56,491
162,107,1,2,2.5,0.5,7.5,0.3,0.5,1,2,N,0.0,0.0,11.3,2021-01-01 00:24:46,2021-01-01 00:17:53,1.5,2021-01-01 12:47:53,2021-01-01 12:54:46,413
79,234,1,1,2.5,3.0,6.5,0.3,0.5,2,2,N,0.0,0.0,10.3,2021-01-01 00:59:30,2021-01-01 00:52:55,1.1,2021-01-01 13:22:55,2021-01-01 13:29:30,395
133,90,1,1,2.5,3.0,28.0,0.3,0.5,1,1,N,7.95,0.0,39.75,2021-01-01 01:10:58,2021-01-01 00:50:44,9.6,2021-01-01 13:20:44,2021-01-01 13:40:58,1214
229,229,1,1,2.5,3.0,3.5,0.3,0.5,2,1,N,0.0,0.0,7.3,2021-01-01 00:47:30,2021-01-01 00:45:12,.20,2021-01-01 13:15:12,2021-01-01 13:17:30,138
230,238,1,2,2.5,0.5,9.0,0.3,0.5,1,2,N,0.0,0.0,12.8,2021-01-01 01:08:29,2021-01-01 00:59:20,1.86,2021-01-01 13:29:20,2021-01-01 13:38:29,549
141,236,1,2,2.5,0.5,7.0,0.3,0.5,1,1,N,2.7,0.0,13.5,2021-01-01 00:07:39,2021-01-01 00:02:05,1.6,2021-01-01 12:32:05,2021-01-01 12:37:39,334
236,237,1,2,2.5,0.5,4.5,0.3,0.5,1,2,N,0.0,0.0,8.3,2021-01-01 00:18:32,2021-01-01 00:15:33,.81,2021-01-01 12:45:33,2021-01-01 12:48:32,179
239,166,1,2,2.5,0.5,8.0,0.3,0.5,1,1,N,2.36,0.0,14.16,2021-01-01 00:50:10,2021-01-01 00:43:02,1.58,2021-01-01 13:13:02,2021-01-01 13:20:10,428
233,233,5,1,0.0,0.0,12.0,0.3,0.0,2,1,N,2.45,0.0,14.75,2021-01-01 00:31:04,2021-01-01 00:30:33,.00,2021-01-01 13:00:33,2021-01-01 13:01:04,31
170,141,1,1,2.5,3.0,6.0,0.3,0.5,1,2,N,0.0,0.0,9.8,2021-01-01 00:15:29,2021-01-01 00:11:33,1.4,2021-01-01 12:41:33,2021-01-01 12:45:29,236
233,229,1,1,2.5,3.0,4.0,0.3,0.5,1,1,N,1.5,0.0,9.3,2021-01-01 01:01:00,2021-01-01 00:58:26,.50,2021-01-01 13:28:26,2021-01-01 13:31:00,154
237,236,1,2,2.5,0.5,6.0,0.3,0.5,1,1,N,2.45,0.0,12.25,2021-01-01 00:24:32,2021-01-01 00:19:59,1.18,2021-01-01 12:49:59,2021-01-01 12:54:32,273
142,43,1,2,2.5,0.5,5.0,0.3,0.5,1,1,N,1.76,0.0,10.56,2021-01-01 00:51:44,2021-01-01 00:49:07,.98,2021-01-01 13:19:07,2021-01-01 13:21:44,157
107,263,1,2,2.5,0.5,10.0,0.3,0.5,1,1,N,2.76,0.0,16.56,2021-01-01 00:53:37,2021-01-01 00:45:05,2.88,2021-01-01 13:15:05,2021-01-01 13:23:37,512
159,137,1,2,2.5,0.5,22.0,0.3,0.5,1,1,N,2.0,0.0,27.8,2021-01-01 01:11:11,2021-01-01 00:54:47,7.08,2021-01-01 13:24:47,2021-01-01 13:41:11,984
68,90,1,2,2.5,0.5,4.0,0.3,0.5,1,1,N,1.95,0.0,9.75,2021-01-01 00:28:14,2021-01-01 00:25:12,.59,2021-01-01 12:55:12,2021-01-01 12:58:14,182
90,48,1,2,2.5,0.5,7.0,0.3,0.5,1,2,N,0.0,0.0,10.8,2021-01-01 00:42:08,2021-01-01 00:34:44,1.17,2021-01-01 13:04:44,2021-01-01 13:12:08,444
231,231,1,2,2.5,0.5,4.0,0.3,0.5,1,1,N,1.56,0.0,9.36,2021-01-01 00:30:47,2021-01-01 00:28:10,.48,2021-01-01 12:58:10,2021-01-01 13:00:47,157
256,107,1,1,0.0,0.0,17.2,0.3,0.5,1,1,N,0.0,0.0,18.0,2021-01-01 00:24:57,2021-01-01 00:11:12,.00,2021-01-01 12:41:12,2021-01-01 12:54:57,825
229,229,1,2,2.5,0.5,15.5,0.3,0.5,1,2,N,0.0,0.0,19.3,2021-01-01 00:50:00,2021-01-01 00:30:40,3.72,2021-01-01 13:00:40,2021-01-01 13:20:00,1160
61,137,1,2,2.5,0.5,21.5,0.3,0.5,1,2,N,0.0,0.0,25.3,2021-01-01 00:32:23,2021-01-01 00:10:46,6.5,2021-01-01 12:40:46,2021-01-01 13:02:23,1297
263,140,1,2,2.5,0.5,5.0,0.3,0.5,1,1,N,1.76,0.0,10.56,2021-01-01 00:03:41,2021-01-01 00:00:39,.95,2021-01-01 12:30:39,2021-01-01 12:33:41,182
262,237,1,1,2.5,3.0,7.0,0.3,0.5,3,1,N,2.15,0.0,12.95,2021-01-01 01:03:29,2021-01-01 00:56:47,1.3,2021-01-01 13:26:47,2021-01-01 13:33:29,402
141,230,1,1,2.5,2.5,12.0,0.3,0.5,2,1,N,3.8,0.0,19.1,2021-01-01 00:30:50,2021-01-01 00:14:33,2.4,2021-01-01 12:44:33,2021-01-01 13:00:50,977
48,143,1,2,2.5,0.5,5.5,0.3,0.5,1,2,N,0.0,0.0,9.3,2021-01-01 00:36:09,2021-01-01 00:31:21,.79,2021-01-01 13:01:21,2021-01-01 13:06:09,288
233,100,1,1,2.5,3.0,6.0,0.3,0.5,1,1,N,2.45,0.0,12.25,2021-01-01 01:03:40,2021-01-01 00:57:55,1,2021-01-01 13:27:55,2021-01-01 13:33:40,345
262,236,1,1,2.5,3.0,6.0,0.3,0.5,1,1,N,1.95,0.0,11.75,2021-01-01 00:41:18,2021-01-01 00:35:11,.90,2021-01-01 13:05:11,2021-01-01 13:11:18,367
166,142,1,2,2.5,0.5,10.0,0.3,0.5,1,1,N,4.14,0.0,17.94,2021-01-01 00:55:47,2021-01-01 00:46:22,2.58,2021-01-01 13:16:22,2021-01-01 13:25:47,565
43,4,1,2,2.5,0.5,17.0,0.3,0.5,1,1,N,2.0,0.0,22.8,2021-01-01 00:23:40,2021-01-01 00:06:24,4.65,2021-01-01 12:36:24,2021-01-01 12:53:40,1036
238,48,1,2,2.5,0.5,9.5,0.3,0.5,1,1,N,3.33,0.0,16.63,2021-01-01 00:19:23,2021-01-01 00:11:33,2.64,2021-01-01 12:41:33,2021-01-01 12:49:23,470
239,238,1,2,2.5,0.5,6.0,0.3,0.5,1,1,N,1.47,0.0,11.27,2021-01-01 00:18:28,2021-01-01 00:12:58,1.11,2021-01-01 12:42:58,2021-01-01 12:48:28,330
239,148,1,1,2.5,3.0,19.0,0.3,0.5,2,2,N,0.0,0.0,22.8,2021-01-01 01:14:24,2021-01-01 00:54:50,5.7,2021-01-01 13:24:50,2021-01-01 13:44:24,1174
141,263,1,2,2.5,0.5,5.0,0.3,0.5,2,2,N,0.0,0.0,8.8,2021-01-01 00:11:02,2021-01-01 00:07:51,1.03,2021-01-01 12:37:51,2021-01-01 12:41:02,191
74,68,1,2,2.5,0.5,19.5,0.3,0.5,1,2,N,0.0,0.0,23.3,2021-01-01 00:23:35,2021-01-01 00:02:34,5.83,2021-01-01 12:32:34,2021-01-01 12:53:35,1261
141,141,1,2,2.5,0.5,2.5,0.3,0.5,1,2,N,0.0,0.0,6.3,2021-01-01 00:20:12,2021-01-01 00:19:59,.02,2021-01-01 12:49:59,2021-01-01 12:50:12,13
75,236,1,2,2.5,0.5,5.5,0.3,0.5,1,1,N,1.0,0.0,10.3,2021-01-01 00:56:08,2021-01-01 00:52:26,1.06,2021-01-01 13:22:26,2021-01-01 13:26:08,222
209,161,1,2,2.5,0.5,24.0,0.3,0.5,2,2,N,0.0,0.0,27.8,2021-01-01 00:55:12,2021-01-01 00:32:02,6.71,2021-01-01 13:02:02,2021-01-01 13:25:12,1390
249,234,1,2,2.5,0.5,5.5,0.3,0.5,1,1,N,2.32,0.0,11.62,2021-01-01 00:29:40,2021-01-01 00:25:27,1.08,2021-01-01 12:55:27,2021-01-01 12:59:40,253
80,255,1,2,0.0,0.5,7.0,0.3,0.5,2,1,N,2.49,0.0,10.79,2021-01-01 00:53:45,2021-01-01 00:46:36,1.21,2021-01-01 13:16:36,2021-01-01 13:23:45,429
68,224,1,1,2.5,3.0,8.0,0.3,0.5,1,1,N,2.35,0.0,14.15,2021-01-01 00:24:30,2021-01-01 00:16:29,1.6,2021-01-01 12:46:29,2021-01-01 12:54:30,481
75,263,1,2,2.5,0.5,5.5,0.3,0.5,2,1,N,1.86,0.0,11.16,2021-01-01 00:58:45,2021-01-01 00:55:19,1.05,2021-01-01 13:25:19,2021-01-01 13:28:45,206
112,141,1,2,2.5,0.5,13.0,0.3,0.5,2,2,N,0.0,0.0,16.8,2021-01-01 01:03:35,2021-01-01 00:50:29,3.55,2021-01-01 13:20:29,2021-01-01 13:33:35,786
145,161,1,2,2.5,0.5,9.5,0.3,0.5,1,2,N,0.0,6.12,19.42,2021-01-01 00:47:49,2021-01-01 00:39:33,2.41,2021-01-01 13:09:33,2021-01-01 13:17:49,496
262,161,1,2,2.5,0.5,11.5,0.3,0.5,2,2,N,0.0,0.0,15.3,2021-01-01 00:39:57,2021-01-01 00:27:09,2.77,2021-01-01 12:57:09,2021-01-01 13:09:57,768
234,234,1,1,2.5,3.0,7.5,0.3,0.5,1,1,N,2.0,0.0,13.3,2021-01-01 00:23:20,2021-01-01 00:14:25,.80,2021-01-01 12:44:25,2021-01-01 12:53:20,535
224,249,1,1,2.5,3.0,9.0,0.3,0.5,2,1,N,3.8,0.0,16.6,2021-01-01 00:21:44,2021-01-01 00:12:51,2.3,2021-01-01 12:42:51,2021-01-01 12:51:44,533
48,161,1,2,2.5,0.5,6.5,0.3,0.5,1,2,N,0.0,0.0,10.3,2021-01-01 00:51:25,2021-01-01 00:43:41,.79,2021-01-01 13:13:41,2021-01-01 13:21:25,464
161,229,1,2,2.5,0.5,8.0,0.3,0.5,5,2,N,0.0,0.0,11.8,2021-01-01 01:01:34,2021-01-01 00:53:17,1.79,2021-01-01 13:23:17,2021-01-01 13:31:34,497
262,238,1,2,2.5,0.5,11.5,0.3,0.5,2,1,N,1.53,0.0,16.83,2021-01-01 00:42:35,2021-01-01 00:28:59,2.43,2021-01-01 12:58:59,2021-01-01 13:12:35,816
237,234,1,2,2.5,0.5,10.0,0.3,0.5,1,1,N,4.14,0.0,17.94,2021-01-01 00:52:05,2021-01-01 00:40:35,2.41,2021-01-01 13:10:35,2021-01-01 13:22:05,690
116,263,1,2,2.5,0.5,16.0,0.3,0.5,1,2,N,0.0,0.0,19.8,2021-01-01 00:57:06,2021-01-01 00:44:53,4.83,2021-01-01 13:14:53,2021-01-01 13:27:06,733
237,142,1,1,2.5,3.0,6.5,0.3,0.5,1,2,N,0.0,0.0,10.3,2021-01-01 00:50:23,2021-01-01 00:45:41,1.4,2021-01-01 13:15:41,2021-01-01 13:20:23,282
140,137,1,1,2.5,2.5,7.5,0.3,0.5,1,2,N,0.0,0.0,10.8,2021-01-01 00:15:31,2021-01-01 00:08:51,2,2021-01-01 12:38:51,2021-01-01 12:45:31,400
229,239,1,2,2.5,0.5,12.0,0.3,0.5,1,1,N,3.16,0.0,18.96,2021-01-01 00:32:56,2021-01-01 00:20:29,2.96,2021-01-01 12:50:29,2021-01-01 13:02:56,747
68,48,1,2,2.5,0.5,6.0,0.3,0.5,1,1,N,2.94,0.0,12.74,2021-01-01 00:28:01,2021-01-01 00:22:50,1.25,2021-01-01 12:52:50,2021-01-01 12:58:01,311
170,230,1,2,2.5,0.5,9.0,0.3,0.5,1,2,N,0.0,0.0,12.8,2021-01-01 00:20:01,2021-01-01 00:09:14,1.93,2021-01-01 12:39:14,2021-01-01 12:50:01,647
89,89,5,2,0.0,0.0,45.0,0.3,0.0,1,1,N,0.0,0.0,45.3,2021-01-01 00:53:29,2021-01-01 00:53:25,.00,2021-01-01 13:23:25,2021-01-01 13:23:29,4
211,234,1,1,2.5,3.0,8.0,0.3,0.5,3,1,N,1.0,0.0,12.8,2021-01-01 00:34:43,2021-01-01 00:25:18,1.4,2021-01-01 12:55:18,2021-01-01 13:04:43,565
234,114,1,1,2.5,3.0,5.5,0.3,0.5,2,2,N,0.0,0.0,9.3,2021-01-01 00:34:12,2021-01-01 00:30:32,1,2021-01-01 13:00:32,2021-01-01 13:04:12,220
166,209,1,2,2.5,0.5,28.0,0.3,0.5,5,1,N,4.44,0.0,36.24,2021-01-01 01:03:10,2021-01-01 00:41:38,9.5,2021-01-01 13:11:38,2021-01-01 13:33:10,1292
112,232,1,1,2.5,3.0,11.0,0.3,0.5,1,1,N,2.95,0.0,17.75,2021-01-01 01:01:14,2021-01-01 00:52:27,3.1,2021-01-01 13:22:27,2021-01-01 13:31:14,527
